model,task_id,scene,instruction,wm_success,baseline_success,wm_status,wm_fail_reason,wm_steps,wm_total_tokens
qwen3vl-30b,ai2thor04053,FloorPlan211,I want to watch TV. Please pick up the remote and turn on the TV.,0,0,failed_model,Reached maximum step limit (40 steps),40,594588
qwen3vl-30b,ai2thor04057,FloorPlan212,I'd like to read a newspaper. Please bring one to the sofa.,0,0,failed_model,Model claimed DONE but success conditions not met,16,132110
qwen3vl-30b,ai2thor04058,FloorPlan212,"I want to work on the sofa, please turn on my laptop.",0,0,failed_model,Reached maximum step limit (16 steps),16,129750
qwen3vl-30b,ai2thor04054,FloorPlan211,I'm about to leave. Please take my phone and turn off all the lights.,0,0,failed_model,Reached maximum step limit (44 steps),44,693566
qwen3vl-30b,ai2thor04064,FloorPlan213,I want to go out. Please take my keychain and turn off my laptop and TV.,0,0,failed_model,Model claimed DONE but success conditions not met,11,75822
qwen3vl-30b,ai2thor04061,FloorPlan213,Please fill my indoor plants with water.,0,0,failed_model,Reached maximum step limit (22 steps),22,227306
qwen3vl-30b,ai2thor04065,FloorPlan214,I want to drink water. Please pick up the bowl and fill it with water.,0,0,failed_model,Reached maximum step limit (16 steps),16,135194
qwen3vl-30b,ai2thor04056,FloorPlan212,I want to sleep now. Please take the pillow and turn off all the lights.,0,0,failed_model,Reached maximum step limit (46 steps),46,754422
qwen3vl-30b,ai2thor04066,FloorPlan214,I'd like to check the news in the newspaper and on TV. Please pick up the newspaper and turn on the TV.,0,0,failed_model,Model claimed DONE but success conditions not met,15,119074
qwen3vl-30b,ai2thor04063,FloorPlan213,"I don't want the watch anymore, please put it in the box.",0,0,failed_model,Reached maximum step limit (32 steps),32,423431
qwen3vl-30b,ai2thor04067,FloorPlan214,I'd like to have the bowl and plate cleaned.,0,1,failed_model,Reached maximum step limit (14 steps),14,107069
qwen3vl-30b,ai2thor04100,FloorPlan303,Please place all the pens on the right desk next to the bed on the table by the windows.,0,0,failed_model,Model claimed DONE but success conditions not met,1,3344
qwen3vl-30b,ai2thor04101,FloorPlan310,I'm getting ready for bed. Please remove my computer and phone from the bed.,0,0,failed_model,Model claimed DONE but success conditions not met,3,11660
qwen3vl-30b,ai2thor04062,FloorPlan213,I'd like to read a book on the sofa for a while. Please open the book and place it on the sofa.,0,0,failed_model,Reached maximum step limit (50 steps),50,761754
qwen3vl-30b,ai2thor04102,FloorPlan310,I'm getting ready to leave. Please clean my bed and pick up my keychain.,0,0,failed_model,Model claimed DONE but success conditions not met,16,126942
qwen3vl-30b,ai2thor04103,FloorPlan310,"I need to get ready for work, please turn on the main light in the room.",0,0,failed_model,Reached maximum step limit (16 steps),16,135739
qwen3vl-30b,ai2thor04072,FloorPlan215,I want to sleep. Please turn off the TV and bring a pillow.,0,0,failed_model,Reached maximum step limit (32 steps),32,406286
qwen3vl-30b,ai2thor04069,FloorPlan214,I want to work now. Please put my laptop on the coffee table and turn it on.,0,0,failed_model,Reached maximum step limit (38 steps),38,555846
qwen3vl-30b,ai2thor04068,FloorPlan214,Please put my keychain in the box.,0,0,failed_model,Reached maximum step limit (44 steps),44,707026
qwen3vl-30b,ai2thor04106,FloorPlan311,I'm going to tidy up the room. Please clean up all the dirt in front of me.,0,0,failed_model,Reached maximum step limit (14 steps),14,107058
qwen3vl-30b,ai2thor04105,FloorPlan311,"I want entertainment, please turn on all the electronic devices in front of me.",0,0,failed_model,Reached maximum step limit (30 steps),30,391692
qwen3vl-30b,ai2thor04109,FloorPlan311,I'm getting ready for bed. Please make my bed and turn off the TV.,0,0,failed_model,Reached maximum step limit (20 steps),20,181705
qwen3vl-30b,ai2thor04107,FloorPlan310,"I'm getting ready for bed, please put the alarm clock on the desk closest to my bed.",0,0,failed_model,Reached maximum step limit (32 steps),32,418321
qwen3vl-30b,ai2thor04110,FloorPlan310,"I need to get ready to work, please turn on my phone and computer.",0,0,failed_model,Model claimed DONE but success conditions not met,7,36846
qwen3vl-30b,ai2thor04108,FloorPlan311,"I want to get up and work, please turn on the computer and open the book",0,0,failed_model,Reached maximum step limit (30 steps),30,374566
qwen3vl-30b,ai2thor04113,FloorPlan3,Remove the tomato from the fridge and cut it up on the countertop.,0,0,failed_model,Model claimed DONE but success conditions not met,8,43218
qwen3vl-30b,ai2thor04114,FloorPlan23,"I'm going to start cooking, so I'll put a bowl on the counter.",0,0,failed_model,Model claimed DONE but success conditions not met,3,11979
qwen3vl-30b,ai2thor04104,FloorPlan310,I need to tidy up the room. Please put my credit card and keychain in the box.,0,0,failed_model,Reached maximum step limit (52 steps),52,884852
qwen3vl-30b,ai2thor04073,FloorPlan217,Please help me put the remote control and watch into the box.,0,0,failed_model,Reached maximum step limit (78 steps),78,1349775
qwen3vl-30b,ai2thor04117,FloorPlan25,I need to heat up the knife. Please put one knife in the pot.,0,0,failed_model,Reached maximum step limit (26 steps),26,289255
qwen3vl-30b,ai2thor04112,FloorPlan303,Put a coffee cup with a pencil on the side table.,0,0,failed_model,Reached maximum step limit (34 steps),34,465665
qwen3vl-30b,ai2thor04120,FloorPlan217,"I'm leaving the room, please turn off all the lights.",0,0,failed_model,Model claimed DONE but success conditions not met,2,7243
qwen3vl-30b,ai2thor04115,FloorPlan323,I need to get ready for work. Please move the coffee from the bedside table to the desk.,0,0,failed_model,Reached maximum step limit (38 steps),38,540171
qwen3vl-30b,ai2thor04118,FloorPlan213,I'm getting ready to leave. Please leave my keys on the sofa.,0,0,failed_model,Reached maximum step limit (30 steps),30,377791
qwen3vl-30b,ai2thor04222,FloorPlan320,I need to get ready to work. Please turn on my desk lamp and turn on my computer.,1,1,success,,3,11866
qwen3vl-30b,ai2thor04223,FloorPlan320,Both the pencil and pen are broken; please throw them in the trash.,0,0,failed_model,"Environment exception: 
	Action: ""ThrowObject"" called with invalid argument: 'objectId'
	Expected arguments: Single moveMagnitude, Boolean forceAction = False, Boolean autoSimulation = True
	Your arguments: 'objectId', 'forceAction', 'moveMagnitude'
	Valid ways to call ""ThrowObject"" action:
		Void ThrowObject(Single moveMagnitude, Boolean forceAction = False, Boolean autoSimulation = True)",4,22734
qwen3vl-30b,ai2thor04116,FloorPlan6,"I'm hungry, please put the bread slices in the microwave to heat them up.",0,0,failed_model,Reached maximum step limit (44 steps),44,684461
qwen3vl-30b,ai2thor04224,FloorPlan320,"I'm about to exercise, please pick up this tennisracket for me.",1,1,success,,8,44088
qwen3vl-30b,ai2thor04221,FloorPlan320,I want to sleep. Please turn off all the lights in the room.,0,0,failed_model,Reached maximum step limit (22 steps),22,221227
qwen3vl-30b,ai2thor04228,FloorPlan321,"I want to sleep now. Please turn off my phone, then clean the bed.",0,0,failed_model,Model claimed DONE but success conditions not met,6,29240
qwen3vl-30b,ai2thor04220,FloorPlan320,"I'm a little tired. Please turn my phone on and put it on the bed, and make the bed neatly.",0,0,failed_model,Reached maximum step limit (32 steps),32,418559
qwen3vl-30b,ai2thor04229,FloorPlan321,I'm going to start working now. Please open my laptop and start it.,1,1,success,,3,11704
qwen3vl-30b,ai2thor04119,FloorPlan217,I'm going to clean the house now. Please put my keys and credit card in the box.,0,0,failed_model,Reached maximum step limit (56 steps),56,976733
qwen3vl-30b,ai2thor04225,FloorPlan321,I'm tired and want to read a book in bed. Please open the book and place it on the bed.,0,0,failed_model,Reached maximum step limit (26 steps),26,292945
qwen3vl-30b,ai2thor04227,FloorPlan321,I'd like to read a book in the armchair. Please open the book and place it on the armchair.,0,0,failed_model,Reached maximum step limit (28 steps),28,324901
qwen3vl-30b,ai2thor04226,FloorPlan321,"I have a runny nose, please send a box of tissues to the desk.",0,0,failed_model,Reached maximum step limit (34 steps),34,467964
qwen3vl-30b,ai2thor04230,FloorPlan322,"I want to drink water, please fill the mug with water.",0,0,failed_model,Reached maximum step limit (26 steps),26,300610
qwen3vl-30b,ai2thor04232,FloorPlan322,I'm going out shopping. Please take my credit card and turn off the light next to the door.,0,0,failed_model,Reached maximum step limit (26 steps),26,297364
qwen3vl-30b,ai2thor04235,FloorPlan330,My pen is broken. Please throw the pen into the trash can.,0,0,failed_model,Reached maximum step limit (18 steps),18,154245
qwen3vl-30b,ai2thor04238,FloorPlan330,I want to put on my boots. Please pick up the boots located between the shelf and the dresser.,0,0,failed_model,Model determined task cannot be completed or refused to continue,4,16985
qwen3vl-30b,ai2thor04240,FloorPlan330,Please water the houseplant as it is currently empty and lacks water.,0,0,failed_model,Model claimed DONE but success conditions not met,2,7267
qwen3vl-30b,ai2thor04241,FloorPlan329,I am trapped and need an emergency exit. Please break any window in the room.,0,0,failed_model,Model determined task cannot be completed or refused to continue,3,11917
qwen3vl-30b,ai2thor04242,FloorPlan329,I want to start working. Please open the laptop and turn it on.,1,1,success,,3,11636
qwen3vl-30b,ai2thor04243,FloorPlan329,"I am tired from reading. Please close the book, then turn off the light switch and the desk lamp.",0,0,failed_model,Model claimed DONE but success conditions not met,3,12044
qwen3vl-30b,ai2thor04233,FloorPlan322,I'd like to work in an armchair; please turn on my cell phone and bring it to the armchair.,0,0,failed_model,Reached maximum step limit (36 steps),36,498209
qwen3vl-30b,ai2thor04500,FloorPlan202,I'm going to start working now. Please bring me the laptop from the sofa.,0,0,failed_model,Model claimed DONE but success conditions not met,2,7247
qwen3vl-30b,ai2thor04234,FloorPlan322,I'm trapped outside. Please take the keychain and break the window.,0,0,failed_model,Reached maximum step limit (34 steps),34,467585
qwen3vl-30b,ai2thor04236,FloorPlan330,I want to clean the dirty mirror. Please clean the mirror.,0,0,failed_model,Reached maximum step limit (26 steps),26,297209
qwen3vl-30b,ai2thor04239,FloorPlan330,"Please walk to the window, and if the window is intact, break it.",0,0,failed_model,Reached maximum step limit (32 steps),32,417251
qwen3vl-30b,ai2thor04503,FloorPlan329,Please pick up the baseball bat leaning against the table by the door.,0,0,failed_model,Reached maximum step limit (24 steps),24,265839
qwen3vl-30b,ai2thor04502,FloorPlan313,Please pick up the tennis racket located in the aisle between the bed and the wall.,0,0,failed_model,Reached maximum step limit (32 steps),32,406558
qwen3vl-30b,ai2thor05002,FloorPlan302,Please help me with this task in the scene: open the book and turn off the desk lamp.,0,0,failed_model,Model claimed DONE but success conditions not met,6,29267
qwen3vl-30b,ai2thor04505,FloorPlan422,Please move the soap bottle from the sink next to the faucet to the bathtub next to the faucet.,0,0,failed_model,Reached maximum step limit (26 steps),26,293725
qwen3vl-30b,ai2thor05003,FloorPlan303,"I'm checking a couple interactions, so please open the book gently so it stays open and then in the simulation, break the window using the provided interaction.",0,0,failed_model,Model determined task cannot be completed or refused to continue,7,37257
qwen3vl-30b,ai2thor05001,FloorPlan301,"Could you help me out by picking up the laptop, turning it on carefully, and holding it securely?",1,0,success,,20,184264
qwen3vl-30b,ai2thor05004,FloorPlan303,"I want this put away neatly, so please pick up the phone carefully and hold it securely and then place it on the bed and make sure it sits flat and won't slide.",0,0,failed_model,Model determined task cannot be completed or refused to continue,4,17365
qwen3vl-30b,ai2thor05005,FloorPlan305,"I want this put away neatly, so please pick up the pen carefully and hold it securely and then place it on the shelf and make sure it sits flat and won't slide.",0,0,failed_model,Model claimed DONE but success conditions not met,3,12148
qwen3vl-30b,ai2thor04504,FloorPlan315,Please pick up the baseball bat leaning against the wall by the table and place it on the bed.,0,0,failed_model,Reached maximum step limit (36 steps),36,502595
qwen3vl-30b,ai2thor04501,FloorPlan9,I'm thirsty. Please fill the mug at the coffee machine and put it on the dining table.,0,0,failed_model,Reached maximum step limit (40 steps),40,598320
qwen3vl-30b,ai2thor05010,FloorPlan310,"I need it running, so please turn on the laptop and wait until you can tell it's powered on.",0,0,failed_model,Model determined task cannot be completed or refused to continue,5,22897
qwen3vl-30b,ai2thor05011,FloorPlan311,"It's not needed right now, so please turn off the desk lamp on the desk and confirm it's really off.",0,0,failed_model,Model determined task cannot be completed or refused to continue,4,17159
qwen3vl-30b,ai2thor05013,FloorPlan311,"I need it running, so please turn on the laptop and wait until you can tell it's powered on.",0,0,failed_model,Model determined task cannot be completed or refused to continue,3,11882
qwen3vl-30b,ai2thor05008,FloorPlan308,"I want to read and check my phone, so please open the book gently so it stays open and then pick up the cell phone carefully and hold it securely and turn on the cell phone and wait until you can tell it's powered on.",0,0,failed_model,Reached maximum step limit (24 steps),24,253358
qwen3vl-30b,ai2thor05009,FloorPlan310,"Could you help me out by picking up the cellphone, turning it on carefully, and holding it securely?",0,0,failed_model,Reached maximum step limit (22 steps),22,225865
qwen3vl-30b,ai2thor05006,FloorPlan306,"I want this put away neatly, so please pick up the credit card carefully and hold it securely and then place it on the side table and make sure it sits flat and won't slide.",0,0,failed_model,Reached maximum step limit (30 steps),30,364958
qwen3vl-30b,ai2thor05007,FloorPlan307,"It's time to power down, so please turn off the desk lamp and confirm it's really off and then pick up the book and place it on the bed.",0,0,failed_model,Reached maximum step limit (30 steps),30,384841
qwen3vl-30b,ai2thor05017,FloorPlan311,"I need it running, so please turn on the TV and wait until you can tell it's powered on.",0,0,failed_model,Model claimed DONE but success conditions not met,2,7205
qwen3vl-30b,ai2thor05012,FloorPlan311,"I'm putting things where they belong, so please pick up the book, carry it over, and set it down on the bed neatly.",0,0,failed_model,Reached maximum step limit (38 steps),38,536118
qwen3vl-30b,ai2thor05014,FloorPlan311,Could you help me out by picking up the pencil carefully and holding it securely?,0,0,failed_model,Reached maximum step limit (34 steps),34,458141
qwen3vl-30b,ai2thor05021,FloorPlan312,"I'm putting things where they belong, so please pick up the phone, carry it over, and set it down on the bed neatly.",0,0,failed_model,Reached maximum step limit (24 steps),24,255338
qwen3vl-30b,ai2thor05022,FloorPlan312,"I need to tidy up, so please tidy up the bed by clearing any clutter and wiping it until it looks clean and then turn on the laptop and wait until you can tell it's powered on.",0,0,failed_model,Reached maximum step limit (24 steps),24,259800
qwen3vl-30b,ai2thor05016,FloorPlan311,"I'm putting things where they belong, so please pick up the alarm clock, carry it over, and set it down on the desk neatly.",0,0,failed_model,Reached maximum step limit (32 steps),32,420730
qwen3vl-30b,ai2thor05015,FloorPlan311,Could you help me out by picking up the pen carefully and holding it securely?,0,0,failed_model,Reached maximum step limit (34 steps),34,455193
qwen3vl-30b,ai2thor05028,FloorPlan314,Please help me with this task in the scene: toggle the laptop on and clean the bed.,0,0,failed_model,Model claimed DONE but success conditions not met,7,36523
qwen3vl-30b,ai2thor05023,FloorPlan312,"I'm cleaning up before I relax, so please tidy up the bed and wiping it until it looks clean, then turn off the desk lamp and confirm it's really off.",0,0,failed_model,Reached maximum step limit (22 steps),22,223448
qwen3vl-30b,ai2thor05024,FloorPlan312,"I'm tidying up, so please pick up the book and place it on the nightstand, then tidy up the bed and wiping it until it looks clean.",0,0,failed_model,Reached maximum step limit (26 steps),26,289091
qwen3vl-30b,ai2thor05025,FloorPlan313,"I'm taking care of a couple things, so please fill the mug with water until it shows it's filled, then keep it steady and then tidy up the bed and wiping it until it looks clean.",0,0,failed_model,Reached maximum step limit (26 steps),26,300445
qwen3vl-30b,ai2thor05027,FloorPlan313,"I'm putting things where they belong, so please pick up the cell phone, carry it over, and set it down on the bed neatly.",0,0,failed_model,Reached maximum step limit (26 steps),26,289045
qwen3vl-30b,ai2thor05026,FloorPlan313,"I'm doing some chores, so please put the laptop on the desk, then tidy up the bed and wiping it until it looks clean.",0,0,failed_model,Reached maximum step limit (26 steps),26,299854
qwen3vl-30b,ai2thor05030,FloorPlan314,"I'm putting things where they belong, so please pick up the book, carry it over, and set it down on the desk neatly.",0,0,failed_model,Model claimed DONE but success conditions not met,19,172710
qwen3vl-30b,ai2thor05029,FloorPlan314,"I'm putting things where they belong, so please pick up the alarm clock, carry it over, and set it down on the desk neatly.",0,0,failed_model,Reached maximum step limit (22 steps),22,230889
qwen3vl-30b,ai2thor05037,FloorPlan315,"I'm testing the scene interactions, so please in the simulation, break the laptop using the provided interaction and then in the simulation, break the cell phone using the provided interaction.",0,0,failed_model,Model determined task cannot be completed or refused to continue,6,29069
qwen3vl-30b,ai2thor05033,FloorPlan315,"I'm preparing the scene, so please in the simulation, make the mirror dirty so its state changes to 'dirty' and then fill the mug with water until it shows it's filled, then keep it steady.",0,0,failed_model,Reached maximum step limit (22 steps),22,221865
qwen3vl-30b,ai2thor05031,FloorPlan315,"I'm putting things where they belong, so please pick up the alarm clock, carry it over, and set it down on the desk neatly.",0,0,failed_model,Reached maximum step limit (32 steps),32,424285
qwen3vl-30b,ai2thor05034,FloorPlan315,"I need some help with my electronics. Please turn on the laptop first. Once it's fully booted, power on the cell phone and make sure they both stay on.",0,0,failed_model,Reached maximum step limit (24 steps),24,255811
qwen3vl-30b,ai2thor05032,FloorPlan315,"I'm running a quick test, so please in the simulation, break the mirror using the provided interaction and then fill the mug with water until it shows it's filled, then keep it steady.",0,0,failed_model,Reached maximum step limit (22 steps),22,236928
qwen3vl-30b,ai2thor05035,FloorPlan315,"I'm running a quick test, so please in the simulation, break the laptop using the provided interaction and then pick up the cell phone carefully and hold it securely.",0,0,failed_model,Reached maximum step limit (24 steps),24,258985
qwen3vl-30b,ai2thor05038,FloorPlan315,"I'm putting things where they belong, so please pick up the CD, carry it over, and set it down on the dresser neatly.",0,0,failed_model,Reached maximum step limit (26 steps),26,288364
qwen3vl-30b,ai2thor05043,FloorPlan316,"I want the space neat, so please tidy up the bed and wiping it until it looks clean.",0,0,failed_model,Reached maximum step limit (18 steps),18,154178
qwen3vl-30b,ai2thor05041,FloorPlan319,"To start the research, please power on the cell phone and open the book for me.",0,0,failed_model,Reached maximum step limit (18 steps),18,157462
qwen3vl-30b,ai2thor05039,FloorPlan315,"I'm putting things where they belong, so please pick up the keychain, carry it over, and set it down on the dresser neatly.",0,0,failed_model,Reached maximum step limit (26 steps),26,295483
qwen3vl-30b,ai2thor05040,FloorPlan315,"I'm putting things where they belong, so please pick up the credit card, carry it over, and set it down on the dresser neatly.",0,0,failed_model,Reached maximum step limit (24 steps),24,259150
qwen3vl-30b,ai2thor05049,FloorPlan320,It's time for my daily exercise; can you pick up the dumbbell from the floor.,1,1,success,,2,7243
qwen3vl-30b,ai2thor05044,FloorPlan316,"It looks like it needs liquid, so please fill the houseplant with water until it shows it's filled, then keep it steady.",0,0,failed_model,Reached maximum step limit (20 steps),20,185929
qwen3vl-30b,ai2thor05052,FloorPlan215,"I want it switched on, so please toggle the TV to the on position and check the room responds.",0,0,failed_model,Model determined task cannot be completed or refused to continue,4,17207
qwen3vl-30b,ai2thor05045,FloorPlan316,"It looks like it needs liquid, so please fill the bowl with water until it shows it's filled, then keep it steady.",0,0,failed_model,Reached maximum step limit (20 steps),20,186841
qwen3vl-30b,ai2thor05048,FloorPlan319,"I need to start my remote meeting, so please toggle the laptop on.",0,0,failed_model,Model claimed DONE but success conditions not met,16,132602
qwen3vl-30b,ai2thor05046,FloorPlan316,"I'm preparing the scene, so please in the simulation, make the bowl dirty so its state changes to 'dirty'.",0,0,failed_model,Reached maximum step limit (20 steps),20,187171
qwen3vl-30b,ai2thor05051,FloorPlan215,Please help me with this task in the scene: break the vase.,0,0,failed_model,Model claimed DONE but success conditions not met,11,72181
qwen3vl-30b,ai2thor05057,FloorPlan217,"I'm going to take a nap on the couch, so switch off the desk lamp right next to it.",0,0,failed_model,Model claimed DONE but success conditions not met,2,7241
qwen3vl-30b,ai2thor05050,FloorPlan318,"It's time to power down, so please turn off the desk lamp and confirm it's really off and then turn off the light switch and confirm it's really off.",0,0,failed_model,Reached maximum step limit (20 steps),20,186989
qwen3vl-30b,ai2thor05061,FloorPlan220,"I'm settling in on the sofa, so please turn on the laptop on the sofa and wait until you can tell it's powered on.",0,0,failed_model,Model claimed DONE but success conditions not met,5,22772
qwen3vl-30b,ai2thor05056,FloorPlan216,"I want things put away, so please close the box on the table all the way until it looks fully shut.",0,0,failed_model,Reached maximum step limit (18 steps),18,152997
qwen3vl-30b,ai2thor05060,FloorPlan219,We are under a cyberattack. Power on the TV for news and break the laptop immediately so no one can access the data.,0,0,failed_model,Model claimed DONE but success conditions not met,8,45513
qwen3vl-30b,ai2thor05055,FloorPlan217,I want to play some games. Please switch on the laptop and the television.,0,0,failed_model,Reached maximum step limit (22 steps),22,219906
qwen3vl-30b,ai2thor05066,FloorPlan15,"I'm ready to start the stew, so please pick up the pot for me.",0,0,failed_model,Model determined task cannot be completed or refused to continue,6,29813
qwen3vl-30b,ai2thor05063,FloorPlan15,"The pot looks a bit dusty, so clean the pot and slice the tomato for the soup.",0,0,failed_model,Reached maximum step limit (18 steps),18,154169
qwen3vl-30b,ai2thor05065,FloorPlan15,"I'm about to start cooking, could you please pick up a potato for me?",0,0,failed_model,Reached maximum step limit (14 steps),14,110524
qwen3vl-30b,ai2thor05058,FloorPlan218,"I'm putting things where they belong, so please pick up the box, carry it over, and set it down on the dining table neatly.",0,0,failed_model,Reached maximum step limit (32 steps),32,418387
qwen3vl-30b,ai2thor05068,FloorPlan16,"I'm hungry, so please slice the bread as instructed and keep the pieces together and then pick up one piece.",1,0,success,,14,104044
qwen3vl-30b,ai2thor05064,FloorPlan15,"I'm planning to make soup, so please fill the pot with water and slice the tomato for me.",0,0,failed_model,Reached maximum step limit (22 steps),22,221153
qwen3vl-30b,ai2thor05073,FloorPlan20,"My lunch has gotten cold, so please turn on the microwave to warm it up.",0,0,failed_model,Model determined task cannot be completed or refused to continue,9,51830
qwen3vl-30b,ai2thor05069,FloorPlan16,"I'm putting things where they belong, so please pick up the tomato, carry it over, and set it down on the dining table neatly.",0,0,failed_model,Reached maximum step limit (26 steps),26,293119
qwen3vl-30b,ai2thor05074,FloorPlan17,"I'm getting ready to eat, so please slice the apple as instructed and keep the pieces together and then slice the bread as instructed and keep the pieces together.",0,0,failed_model,Reached maximum step limit (18 steps),18,159055
qwen3vl-30b,ai2thor05072,FloorPlan18,I'm making a fresh summer salad; please slice the lettuce and the apple for me.,0,0,failed_model,Reached maximum step limit (22 steps),22,221793
qwen3vl-30b,ai2thor05070,FloorPlan16,"The soup is a bit bland, please move the salt shaker to the dining table.",0,0,failed_model,Reached maximum step limit (34 steps),34,458075
qwen3vl-30b,ai2thor05075,FloorPlan17,"I need it running, so please turn on the faucet.",0,0,failed_model,Reached maximum step limit (20 steps),20,188153
qwen3vl-30b,ai2thor05071,FloorPlan16,"Dinner is served, so please move the ladle to the dining table.",0,0,failed_model,Reached maximum step limit (38 steps),38,550095
qwen3vl-30b,ai2thor05080,FloorPlan20,I'm feeling a bit sleepy; could you fill the cup with coffee to help me wake up?,0,0,failed_model,Model claimed DONE but success conditions not met,5,22945
qwen3vl-30b,ai2thor05076,FloorPlan17,"I'm about to cook, so please slice the lettuce as instructed and keep the pieces together.",0,0,failed_model,Reached maximum step limit (20 steps),20,188090
qwen3vl-30b,ai2thor05077,FloorPlan17,Please help me with this task in the scene: break the plate.,0,0,failed_model,Model determined task cannot be completed or refused to continue,15,121415
qwen3vl-30b,ai2thor05505,FloorPlan326,I see a tennis racket—could you pick it up for me? I'm ready to get a good workout in,0,0,failed_model,Model determined task cannot be completed or refused to continue,1,3291
qwen3vl-30b,ai2thor05078,FloorPlan17,We need to make soup for dinner; can you fill the pot with water?,0,0,failed_model,Reached maximum step limit (20 steps),20,187853
qwen3vl-30b,ai2thor05501,FloorPlan302,"I want to exercise now, could you please hand me the tennis racket on the floor near the table?",0,0,failed_model,Model determined task cannot be completed or refused to continue,7,36273
qwen3vl-30b,ai2thor05079,FloorPlan18,"I'm starting breakfast now, so please turn on the coffee machine for me.",0,0,failed_model,Reached maximum step limit (20 steps),20,184532
qwen3vl-30b,ai2thor05511,FloorPlan305,I'm so tired tonight that I want to go to bed early—could you please turn off the lights in the room? The switch is right by the door. Thanks!,0,1,failed_model,Model claimed DONE but success conditions not met,9,52938
qwen3vl-30b,ai2thor05508,FloorPlan304,"It's such a lovely day; I feel like tidying up my bed. First I'll pick up my pillow, then give the whole bed a good clean—so I can sleep nice and sound tonight.",0,0,failed_model,Reached maximum step limit (18 steps),18,158058
qwen3vl-30b,ai2thor05506,FloorPlan324,I want to combine my workout with some housework—could you pick up the tennis racket in the corner and give the bed a quick clean?,0,0,failed_model,Reached maximum step limit (22 steps),22,217566
qwen3vl-30b,ai2thor05509,FloorPlan304,I'd like to take a nap. Could you tidy the bed and turn off the wall light for me? Thank you.,0,0,failed_model,Reached maximum step limit (22 steps),22,224005
qwen3vl-30b,ai2thor05513,FloorPlan306,I'm getting a little sleepy and want to go play on my phone in bed. I need to take my phone from the table to the bed,0,0,failed_model,Model claimed DONE but success conditions not met,8,44085
qwen3vl-30b,ai2thor05512,FloorPlan305,"I'd like to read the book on my desk before bed. Please tidy up the bed first, then bring the book and place it on the bed for me.",0,0,failed_model,Reached maximum step limit (26 steps),26,289802
qwen3vl-30b,ai2thor05510,FloorPlan305,"I have something really important tomorrow, and I'm afraid I won't hear the alarm—could you please move the alarm clock from the desk to my side table? Thanks!",0,0,failed_model,Reached maximum step limit (30 steps),30,384609
qwen3vl-30b,ai2thor05514,FloorPlan307,My pencil is broken and I want to throw it away. Could you help me drop it from the table into the trash can?,0,0,failed_model,Reached maximum step limit (20 steps),20,195592
qwen3vl-30b,ai2thor05519,FloorPlan314,I’d like to start working from the bedside—could you please pick up the laptop?,1,1,success,,2,7125
qwen3vl-30b,ai2thor05515,FloorPlan307,I feel like taking a break; I'm going to pick up my phone from the desk and turn on the TV so I can really unwind,0,0,failed_model,Reached maximum step limit (20 steps),20,190490
qwen3vl-30b,ai2thor05517,FloorPlan308,"I just woke up and I’m ready to get to work—you help me tidy the bed first, then use the laptop to start working and get it booted up.",0,0,failed_model,Reached maximum step limit (18 steps),18,159797
qwen3vl-30b,ai2thor05516,FloorPlan308,I have ended my friendship and I no longer want the pencil or the fountain pen he gave me. I have already thrown the pencil into the trash. Could you throw the fountain pen into the trash for me?,0,0,failed_model,Reached maximum step limit (18 steps),18,166666
qwen3vl-30b,ai2thor05518,FloorPlan313,I want to take a proper break. Please pour me a glass of water and then turn on my phone—I’d like to play a game for a bit.,0,0,failed_model,Reached maximum step limit (14 steps),14,106236
qwen3vl-30b,ai2thor05523,FloorPlan317,The sunlight is lovely now—there's no need for extra light. Please switch off the bedside lamp,1,1,success,,2,7191
qwen3vl-30b,ai2thor05525,FloorPlan318,I'd like to take a break and read for a while in the armchair—could you place the book on it?,1,1,success,,3,11755
qwen3vl-30b,ai2thor05520,FloorPlan315,I'm about to start working out—please fill the cup with water and then pick up the baseball bat,0,0,failed_model,Reached maximum step limit (18 steps),18,159955
qwen3vl-30b,ai2thor05521,FloorPlan315,"I want to study now. Please pick up the fountain pen on the table in front of you, then go to the other desk, open the book, and study hard",0,0,failed_model,Reached maximum step limit (20 steps),20,186161
qwen3vl-30b,ai2thor05528,FloorPlan219,I'd like to work and watch TV at the same time. Could you please help me turn on the laptop and then the TV?,0,0,failed_model,Model claimed DONE but success conditions not met,5,22926
qwen3vl-30b,ai2thor05522,FloorPlan316,"I'm going to start working seriously. Please turn on the desktop computer and the laptop on the desk, then fill the bowl with water",0,0,failed_model,Reached maximum step limit (22 steps),22,223009
qwen3vl-30b,ai2thor05524,FloorPlan316,I'm ready to work now; the desk lamp is already on. Please turn off the wall light and open the book,0,0,failed_model,Reached maximum step limit (20 steps),20,186554
qwen3vl-30b,ai2thor05530,FloorPlan220,I'm cleaning the room right now—please close the paper box and then pick it up for me,1,1,success,,3,11809
qwen3vl-30b,ai2thor05526,FloorPlan319,"I'd like to read in bed for a while—please take the book from the desk, put it on the bed, and open it",0,0,failed_model,Reached maximum step limit (22 steps),22,217844
qwen3vl-30b,ai2thor05533,FloorPlan220,"The sunlight is so bright today—there's no need for the big wall light in the room, so go ahead and switch it off. Just turn on the floor lamp next to the sofa instead.",0,0,failed_model,Model claimed DONE but success conditions not met,5,23372
